iter	Passed	Remaining
1663	232010	465137
1664	232102	464901
1665	232258	464795
1666	232344	464550
1667	232569	464582
1668	232714	464453
1669	232831	464268
1670	232932	464052
1671	233082	463934
1672	233212	463775
1673	233401	463736
1674	233542	463598
1675	233724	463544
1676	233878	463433
1677	234030	463319
1678	234150	463140
1679	234239	462901
1680	234416	462836
1681	234635	462854
1682	234762	462689
1683	234939	462625
1684	235088	462502
1685	235329	462562
1686	235459	462405
1687	235587	462243
1688	235758	462164
1689	235915	462059
1690	236112	462032
1691	236439	462259
1692	236605	462170
1693	236719	461979
1694	236836	461796
1695	237035	461772
1696	237202	461684
1697	237286	461436
1698	237529	461498
1699	237760	461535
1700	237924	461442
1701	238127	461424
1702	238225	461203
1703	238333	461002
1704	238489	460893
1705	238671	460835
1706	238947	460957
1707	239158	460954
1708	239312	460841
1709	239457	460710
1710	239715	460798
1711	239808	460567
1712	239946	460421
1713	240288	460669
1714	240452	460575
1715	240658	460560
1716	240796	460417
1717	240936	460276
1718	241029	460044
1719	241145	459859
1720	241228	459609
1721	241435	459596
1722	241667	459630
1723	241773	459426
1724	241917	459293
1725	242030	459100
1726	242137	458896
1727	242245	458696
1728	242362	458513
1729	242474	458318
1730	242742	458420
1731	242935	458379
1732	243021	458137
1733	243142	457959
1734	243310	457871
1735	243431	457696
1736	243558	457530
1737	243630	457263
1738	243743	457071
1739	243953	457062
1740	244122	456975
1741	244254	456820
1742	244451	456786
1743	244550	456568
1744	244643	456339
1745	244770	456176
1746	244912	456038
1747	244994	455790
1748	245148	455676
1749	245340	455631
1750	245415	455371
1751	245502	455132
1752	245608	454928
1753	245769	454828
1754	245895	454662
1755	245999	454454
1756	246142	454319
1757	246393	454384
1758	246560	454293
1759	246676	454108
1760	246791	453922
1761	246908	453740
1762	247065	453630
1763	247200	453481
1764	247335	453331
1765	247584	453391
1766	247969	453699
1767	248106	453552
1768	248313	453533
1769	248513	453502
1770	248642	453341
1771	248819	453266
1772	249142	453458
1773	249332	453408
1774	249489	453298
1775	249569	453047
1776	249729	452941
1777	249922	452896
1778	250070	452770
1779	250349	452880
1780	250574	452891
1781	250699	452721
1782	250852	452604
1783	251092	452642
1784	251245	452522
1785	251350	452319
1786	251579	452336
1787	251814	452365
1788	251937	452191
1789	252092	452075
1790	252165	451813
1791	252278	451624
1792	252355	451368
1793	252471	451183
1794	252599	451020
1795	252721	450846
1796	252892	450759
1797	253052	450652
1798	253115	450373
1799	253237	450199
1800	253363	450032
1801	253519	449919
1802	253600	449673
1803	253700	449461
1804	253823	449289
1805	253944	449114
1806	254101	449001
1807	254272	448914
1808	254395	448743
1809	254510	448557
1810	254628	448376
1811	254697	448110
1812	254796	447896
1813	254907	447703
1814	255064	447592
1815	255197	447439
1816	255482	447551
1817	255593	447358
1818	255761	447266
1819	255865	447061
1820	255990	446893
1821	256123	446739
1822	256247	446571
1823	256362	446385
1824	256490	446223
1825	256749	446288
1826	256879	446128
1827	257035	446015
1828	257138	445809
1829	257236	445595
1830	257327	445369
1831	257445	445190
1832	257603	445078
1833	257834	445095
1834	258015	445024
1835	258174	444915
1836	258337	444813
1837	258561	444816
1838	258666	444614
1839	258765	444402
1840	258845	444157
1841	259053	444132
1842	259324	444214
1843	259461	444068
1844	259592	443910
1845	259663	443650
1846	259756	443428
1847	259888	443272
1848	260019	443115
1849	260195	443035
1850	260356	442928
1851	260557	442891
1852	260953	443184
1853	261138	443118
1854	261323	443052
1855	261581	443109
1856	261818	443132
1857	261949	442974
1858	262021	442715
1859	262179	442603
1860	262293	442418
1861	262422	442256
1862	262580	442144
1863	262667	441913
1864	262818	441788
1865	263114	441908
1866	263306	441852
1867	263446	441710
1868	263608	441604
1869	263767	441492
1870	263932	441392
1871	264065	441238
1872	264183	441058
1873	264509	441225
1874	264587	440978
1875	264716	440818
1876	264860	440681
1877	264977	440500
1878	265133	440384
1879	265307	440296
1880	265394	440067
1881	265602	440036
1882	265758	439919
1883	265893	439769
1884	265988	439552
1885	266157	439456
1886	266345	439392
1887	266543	439345
1888	266680	439197
1889	266963	439289
1890	267118	439170
1891	267204	438938
1892	267283	438695
1893	267437	438574
1894	267613	438490
1895	267724	438300
1896	267815	438076
1897	267899	437841
1898	268102	437801
1899	268179	437556
1900	268302	437384
1901	268409	437188
1902	268576	437089
1903	268746	436995
1904	268889	436857
1905	268970	436618
1906	269122	436494
1907	269364	436517
1908	269471	436321
1909	269582	436130
1910	269729	435998
1911	269909	435920
1912	270044	435770
1913	270161	435589
1914	270257	435375
1915	270459	435332
1916	270597	435187
1917	270718	435012
1918	270806	434785
1919	270944	434640
1920	271116	434548
1921	271286	434453
1922	271387	434248
1923	271657	434312
1924	271883	434306
1925	271985	434102
1926	272106	433930
1927	272213	433735
1928	272322	433541
1929	272521	433492
1930	272721	433444
1931	272834	433259
1932	273003	433161
1933	273234	433162
1934	273336	432958
1935	273463	432796
1936	273575	432607
1937	273713	432461
1938	273904	432399
1939	274066	432290
1940	274259	432231
1941	274475	432206
1942	274561	431978
1943	274678	431798
1944	274828	431671
1945	275005	431585
1946	275135	431427
1947	275263	431265
1948	275448	431191
1949	275683	431197
1950	275778	430983
1951	275928	430856
1952	276027	430648
1953	276160	430493
1954	276296	430343
1955	276405	430152
1956	276558	430029
1957	276723	429924
1958	276881	429808
1959	277014	429655
1960	277137	429485
1961	277236	429278
1962	277357	429105
1963	277513	428986
1964	277702	428920
1965	277863	428808
1966	278128	428858
1967	278252	428689
1968	278376	428522
1969	278450	428277
1970	278603	428153
1971	278781	428068
1972	278974	428006
1973	279143	427907
1974	279369	427895
1975	279462	427679
1976	279564	427477
1977	279673	427287
1978	279774	427084
1979	279903	426923
1980	280078	426832
1981	280198	426659
1982	280346	426527
1983	280596	426551
1984	280765	426451
1985	280880	426270
1986	281016	426120
1987	281109	425906
1988	281235	425742
1989	281396	425629
1990	281529	425475
1991	281766	425478
1992	281888	425308
1993	282002	425124
1994	282125	424955
1995	282243	424779
1996	282373	424620
1997	282580	424578
1998	282734	424455
1999	282894	424341
2000	283068	424249
2001	283157	424029
2002	283241	423802
2003	283339	423596
2004	283455	423416
2005	283600	423280
2006	283724	423112
2007	283865	422970
2008	283982	422793
2009	284122	422649
2010	284302	422565
2011	284434	422410
2012	284567	422257
2013	284703	422107
2014	284860	421989
2015	284959	421784
2016	285150	421717
2017	285340	421648
2018	285569	421636
2019	285689	421462
2020	285768	421229
2021	285907	421084
2022	286031	420917
2023	286228	420857
2024	286307	420624
2025	286407	420422
2026	286486	420190
2027	286646	420075
2028	286860	420040
2029	286939	419807
2030	287035	419600
2031	287171	419451
2032	287316	419315
2033	287509	419249
2034	287608	419046
2035	287681	418804
2036	287776	418596
2037	288026	418613
2038	288160	418461
2039	288294	418309
2040	288428	418157
2041	288612	418078
2042	288774	417966
2043	288983	417922
2044	289196	417885
2045	289308	417700
2046	289462	417577
2047	289565	417381
2048	289750	417302
2049	289868	417128
2050	289990	416958
2051	290122	416804
2052	290372	416817
2053	290556	416737
2054	290682	416574
2055	290774	416362
2056	290891	416186
2057	291061	416085
2058	291220	415969
2059	291360	415825
2060	291580	415795
2061	291764	415715
2062	291924	415599
2063	292072	415466
2064	292196	415301
2065	292324	415140
2066	292480	415019
2067	292559	414788
2068	292714	414666
2069	292911	414603
2070	293059	414472
2071	293160	414273
2072	293252	414062
2073	293423	413962
2074	293669	413967
2075	293788	413794
2076	293915	413632
2077	294133	413598
2078	294265	413444
2079	294373	413254
2080	294455	413029
2081	294577	412861
2082	294748	412761
2083	294927	412672
2084	295037	412485
2085	295244	412436
2086	295413	412333
2087	295566	412207
2088	295718	412080
2089	295877	411964
2090	296046	411860
2091	296180	411708
2092	296276	411503
2093	296433	411383
2094	296635	411324
2095	296797	411211
2096	296919	411043
2097	297030	410859
2098	297167	410711
2099	297301	410558
2100	297386	410339
2101	297496	410154
2102	297701	410100
2103	297912	410053
2104	298032	409883
2105	298150	409708
2106	298268	409535
2107	298411	409395
2108	298554	409255
2109	298755	409195
2110	298881	409032
2111	299131	409039
2112	299269	408892
2113	299416	408758
2114	299525	408572
2115	299644	408400
2116	299789	408263
2117	299941	408135
2118	300132	408061
2119	300342	408012
2120	300463	407842
2121	300620	407721
2122	300733	407541
2123	300837	407348
2124	300921	407129
2125	301046	406965
2126	301182	406815
2127	301359	406722
2128	301576	406681
2129	301688	406501
2130	301811	406333
2131	301932	406164
2132	302050	405990
2133	302209	405872
2134	302369	405755
2135	302487	405582
2136	302677	405505
2137	302808	405349
2138	302878	405112
2139	302947	404873
2140	303058	404690
2141	303166	404505
2142	303316	404375
2143	303491	404278
2144	303595	404085
2145	303797	404025
2146	304076	404066
2147	304188	403885
2148	304297	403700
2149	304406	403515
2150	304503	403314
2151	304681	403221
2152	304862	403132
2153	304995	402979
2154	305123	402819
2155	305330	402764
2156	305485	402640
2157	305620	402490
2158	305749	402331
2159	305856	402144
2160	306001	402006
2161	306191	401929
2162	306400	401876
2163	306600	401811
2164	306754	401685
2165	306892	401539
2166	307011	401367
2167	307118	401180
2168	307218	400984
2169	307324	400796
2170	307469	400658
2171	307735	400679
2172	307839	400489
2173	307948	400305
2174	308011	400061
2175	308142	399905
2176	308255	399727
2177	308440	399641
2178	308599	399522
2179	308718	399351
2180	308943	399317
2181	309147	399257
2182	309243	399055
2183	309353	398873
2184	309487	398722
2185	309688	398656
2186	309829	398514
2187	309927	398315
2188	310113	398231
2189	310366	398233
2190	310574	398176
2191	310743	398068
2192	310946	398005
2193	311070	397841
2194	311318	397834
2195	311553	397812
2196	311759	397752
2197	311915	397628
2198	312116	397562
2199	312254	397414
2200	312514	397423
2201	312647	397268
2202	312851	397206
2203	313044	397128
2204	313222	397032
2205	313379	396909
2206	313565	396823
2207	313635	396589
2208	313703	396354
2209	313827	396189
2210	313900	395960
2211	314131	395930
2212	314324	395853
2213	314426	395661
2214	314574	395525
2215	314723	395393
2216	314860	395244
2217	315021	395126
2218	315147	394964
2219	315226	394743
2220	315558	394839
2221	315714	394713
2222	315818	394524
2223	315923	394335
2224	316085	394219
2225	316175	394012
2226	316325	393880
2227	316433	393695
2228	316637	393630
2229	316869	393600
2230	317028	393479
2231	317155	393318
2232	317307	393188
2233	317455	393053
2234	317667	392998
2235	317753	392786
2236	317976	392744
2237	318175	392672
2238	318313	392524
2239	318449	392375
2240	318579	392217
2241	318718	392072
2242	318888	391963
2243	319074	391875
2244	319352	391900
2245	319484	391745
2246	319601	391572
2247	319708	391386
2248	319907	391313
2249	320050	391172
2250	320188	391025
2251	320317	390867
2252	320603	390899
2253	320732	390741
2254	320848	390566
2255	320973	390403
2256	321143	390295
2257	321310	390183
2258	321418	389998
2259	321570	389868
2260	321798	389830
2261	321962	389713
2262	322085	389548
2263	322226	389404
