iter	Logloss
732	0.5218803334
733	0.5218683151
734	0.5218553609
735	0.521827379
736	0.5217982013
737	0.521757399
738	0.5217382841
739	0.5216951451
740	0.5216590725
741	0.5216295992
742	0.5216134365
743	0.5215984158
744	0.5215823203
745	0.5215526024
746	0.5215275532
747	0.5214797683
748	0.5214716155
749	0.5214389932
750	0.5214074953
751	0.5213894232
752	0.5213627749
753	0.5213512662
754	0.5213197768
755	0.5212861269
756	0.5212490993
757	0.5212294606
758	0.5212102445
759	0.5211752474
760	0.5211517194
761	0.5211317962
762	0.5211178179
763	0.5210985563
764	0.5210908532
765	0.5210543287
766	0.5210396346
767	0.5210277969
768	0.5210077464
769	0.5209680684
770	0.5209251527
771	0.5208988655
772	0.5208845742
773	0.5208592067
774	0.5208086522
775	0.5207996591
776	0.5207726029
777	0.5207443037
778	0.52071333
779	0.5206700701
780	0.5206427
781	0.5206094329
782	0.520558021
783	0.5205309321
784	0.5205205612
785	0.5205022862
786	0.5204826339
787	0.520463974
788	0.5204350731
789	0.5204166736
790	0.5204003702
791	0.5203762522
792	0.5203587104
793	0.5203455019
794	0.5203220101
795	0.5203013251
796	0.5202631579
797	0.5202402785
798	0.5202210814
799	0.5201728589
800	0.5201497852
801	0.5201274571
802	0.5200869895
803	0.5200699455
804	0.5200275028
805	0.5199892957
806	0.519965425
807	0.5199558084
808	0.5199251705
809	0.5198965909
810	0.5198810914
811	0.5198504202
812	0.5198293225
813	0.5198006526
814	0.5197764448
815	0.5197668656
816	0.5197572273
817	0.519710915
818	0.5196938185
819	0.519689629
820	0.5196720037
821	0.5196449624
822	0.5196094847
823	0.5195989806
824	0.5195719263
825	0.5195364995
826	0.5195214031
827	0.5194901305
828	0.5194833302
829	0.5194760346
830	0.5194626536
831	0.5194464971
832	0.5194154615
833	0.5193914028
834	0.5193700234
835	0.5193528213
836	0.5193273152
837	0.5193104881
838	0.5192860673
839	0.5192501128
840	0.5192274834
841	0.5192000285
842	0.5191882632
843	0.5191716504
844	0.5191545214
845	0.5191439331
846	0.5191306527
847	0.5191184658
848	0.5191062486
849	0.5190661549
850	0.51903705
851	0.5189834606
852	0.5189427179
853	0.5189128584
854	0.5188895521
855	0.5188706188
856	0.5188548389
857	0.5188179739
858	0.5188095212
859	0.5187856682
860	0.5187589751
861	0.5187434778
862	0.518728571
863	0.5187100155
864	0.5186780721
865	0.5186580064
866	0.5186443463
867	0.518619851
868	0.5185946684
869	0.5185665151
870	0.5185440184
871	0.5185102234
872	0.5184932803
873	0.5184850609
874	0.5184448494
875	0.5184187509
876	0.5183903764
877	0.5183703768
878	0.5183269978
879	0.5183150251
880	0.5183045472
881	0.5182624186
882	0.518252036
883	0.5182352265
884	0.5182128724
885	0.5181849335
886	0.5181649142
887	0.5181178981
888	0.5180850919
889	0.5180491342
890	0.5180239857
891	0.5179871021
892	0.5179744484
893	0.5179304091
894	0.5178978676
895	0.5178514827
896	0.5178399514
897	0.517807801
898	0.5177937152
899	0.5177813216
900	0.5177500142
901	0.5177174323
902	0.5177100952
903	0.5177000006
904	0.5176629488
905	0.5176453151
906	0.517614134
907	0.5176053151
908	0.5175978095
909	0.5175648773
910	0.5175371499
911	0.5175173834
912	0.5175114756
913	0.5174595827
914	0.5174266586
915	0.5173916092
916	0.5173652041
917	0.5173387363
918	0.5173250856
919	0.5173093562
920	0.5172942518
921	0.5172692848
922	0.5172547201
923	0.5172243189
924	0.5172176586
925	0.5171977096
926	0.5171866336
927	0.517160117
928	0.5171258647
929	0.5170903428
930	0.5170823074
931	0.517068647
932	0.517032972
933	0.5170059845
934	0.5169668071
935	0.5169444167
936	0.5169205121
937	0.5168834678
938	0.5168621495
939	0.5168376653
940	0.5168275998
941	0.516821122
942	0.5168024339
943	0.5167642872
944	0.5167459934
945	0.5167270921
946	0.5167103902
947	0.5166951575
948	0.5166481702
949	0.5166156335
950	0.5165869103
951	0.5165554049
952	0.5165434096
953	0.5165298547
954	0.5165096235
955	0.5164956767
956	0.5164694775
957	0.5164214507
958	0.5163827383
959	0.5163605435
960	0.5163310972
961	0.5163009673
962	0.5162787591
963	0.5162491985
964	0.5162195165
965	0.5162016392
966	0.5161696569
967	0.5161360391
968	0.5161232061
969	0.5160873388
970	0.5160619543
971	0.5160318511
972	0.5159893099
973	0.5159544179
974	0.5159149287
975	0.5158911731
976	0.5158591228
977	0.515831428
978	0.5157976904
979	0.5157841238
980	0.5157711748
981	0.5157460476
982	0.5157108189
983	0.5156739568
984	0.5156531832
985	0.5156263004
986	0.5156149627
987	0.5155997501
988	0.5155455268
989	0.5155282022
990	0.5155182645
991	0.5154912052
992	0.5154683655
993	0.515441646
994	0.5154259832
995	0.5154015077
996	0.5153682217
997	0.515353881
998	0.5153289874
999	0.5152744439
1000	0.5152617218
1001	0.5152517222
1002	0.5152306665
1003	0.5152103961
1004	0.5151778524
1005	0.5151505807
1006	0.5151178745
1007	0.5150757021
1008	0.5150612058
1009	0.5150333414
1010	0.5150175656
1011	0.5149919016
1012	0.5149717776
1013	0.514933179
1014	0.5149153482
1015	0.5148996225
1016	0.5148619072
1017	0.514840221
1018	0.5147912805
1019	0.514752693
1020	0.5147140992
1021	0.5146723404
1022	0.5146346244
1023	0.5146205112
1024	0.5146043193
1025	0.5145954797
1026	0.5145872589
1027	0.514571057
1028	0.514558747
1029	0.5145407342
1030	0.5145216004
1031	0.5144848663
1032	0.5144749343
1033	0.5144413915
1034	0.5144111801
1035	0.5143975902
1036	0.5143587925
1037	0.5143497315
1038	0.5143262748
1039	0.5143152205
1040	0.5142829941
1041	0.5142744114
1042	0.5142548463
1043	0.51421738
1044	0.514174302
1045	0.5141544694
1046	0.5141449353
1047	0.5141240729
1048	0.5141124092
1049	0.5140964354
1050	0.5140596468
1051	0.5140420385
1052	0.5140068924
1053	0.5139888048
1054	0.5139667155
1055	0.5139576186
1056	0.5139518608
1057	0.5139419629
1058	0.5138911416
1059	0.5138816158
1060	0.5138618107
1061	0.5138385446
1062	0.5138024801
1063	0.5137759885
1064	0.5137521448
1065	0.5137017393
1066	0.5136890164
1067	0.5136785474
1068	0.5136571681
1069	0.5136350859
1070	0.5136183588
1071	0.5136031861
1072	0.5135988689
1073	0.5135582217
1074	0.5135208908
1075	0.5134814401
1076	0.5134285484
1077	0.5134207501
1078	0.5134071934
1079	0.5133937782
1080	0.5133717724
1081	0.5133531825
1082	0.5133319355
1083	0.5132775639
1084	0.5132586308
1085	0.5132440014
1086	0.5132154115
1087	0.5131843359
1088	0.5131801889
1089	0.5131636528
1090	0.5131473981
1091	0.5131352852
1092	0.5131302488
1093	0.5130680812
1094	0.513057001
1095	0.5130454027
1096	0.5130100021
1097	0.5129893114
1098	0.5129669435
1099	0.5129246461
1100	0.5129100357
1101	0.5128979832
1102	0.5128838926
1103	0.5128604698
1104	0.5128183918
1105	0.512813838
1106	0.5128007613
1107	0.5127693962
1108	0.5127489541
1109	0.5127290736
1110	0.5127218861
1111	0.5127007226
1112	0.5126971922
1113	0.5126470861
1114	0.5126312204
1115	0.5126107209
1116	0.5126071115
1117	0.5125902448
1118	0.5125678459
1119	0.512564996
1120	0.5125498543
1121	0.5125356975
1122	0.512502946
1123	0.5124951725
1124	0.5124682004
1125	0.5124441942
1126	0.5124287078
1127	0.5124105229
1128	0.5123959709
1129	0.5123867543
1130	0.5123647895
1131	0.5123257443
1132	0.5122966934
1133	0.5122881234
1134	0.5122574382
1135	0.5122304767
1136	0.5122158632
1137	0.5121922353
1138	0.5121721971
1139	0.5121423431
1140	0.5121386477
1141	0.5121332081
1142	0.5121305682
1143	0.5121184824
1144	0.5121117851
1145	0.5120833616
1146	0.5120510086
1147	0.5120150639
1148	0.5120011064
1149	0.5119763109
1150	0.5119608838
1151	0.5119499398
1152	0.5119433105
1153	0.511896471
1154	0.5118411547
1155	0.5118336508
1156	0.5118052706
1157	0.5117652306
1158	0.511718996
1159	0.5117110993
1160	0.5116920077
1161	0.5116722605
1162	0.5116587381
1163	0.5116272523
1164	0.5116080737
1165	0.5115652755
1166	0.5115317229
1167	0.5115213635
1168	0.5115109333
1169	0.5114992735
1170	0.511478851
1171	0.5114546619
1172	0.5114389704
1173	0.5114185403
1174	0.5113777839
1175	0.511333671
1176	0.5113214985
1177	0.5112983751
1178	0.5112826942
1179	0.5112739269
1180	0.5112575667
1181	0.5112328025
1182	0.5112176914
1183	0.5112082447
1184	0.51119049
1185	0.5111614899
1186	0.5111503763
1187	0.511136196
1188	0.5111224998
1189	0.5110984007
1190	0.5110790972
1191	0.511064028
1192	0.5110598831
1193	0.5110273665
1194	0.5110001626
1195	0.5109857763
1196	0.5109639825
1197	0.5109358277
1198	0.5109001861
1199	0.5108655462
1200	0.510849324
1201	0.5108070419
1202	0.5107747388
1203	0.5107609677
1204	0.5107543135
1205	0.5107174704
1206	0.5107117654
1207	0.5107042198
1208	0.510657149
1209	0.5106464591
1210	0.5106248403
1211	0.510621154
1212	0.5105974179
1213	0.5105820603
1214	0.5105598733
1215	0.5105456196
1216	0.5105424197
1217	0.510529193
1218	0.5105111824
1219	0.5104747596
1220	0.5104654993
1221	0.5104510248
1222	0.5104263405
1223	0.5104042191
1224	0.5103982102
1225	0.5103891721
1226	0.5103719983
1227	0.5103466454
1228	0.510320864
1229	0.5102886691
1230	0.5102755232
1231	0.5102598848
1232	0.5102251253
1233	0.5102100223
1234	0.5101926185
1235	0.5101857704
1236	0.5101543689
1237	0.5101347413
1238	0.510092694
1239	0.5100818382
1240	0.5100640443
1241	0.5100328515
1242	0.5100141951
1243	0.5100075482
1244	0.5100008544
1245	0.5099914561
1246	0.5099697354
1247	0.5099530007
1248	0.5099430764
1249	0.5099183282
1250	0.5098900201
1251	0.509876435
1252	0.5098704385
1253	0.5098287649
1254	0.5098214635
1255	0.5098050947
1256	0.5097961864
1257	0.5097893497
1258	0.5097755018
1259	0.5097488647
1260	0.5097335732
1261	0.5097190537
1262	0.5097056081
1263	0.5096991938
1264	0.5096830154
1265	0.5096497211
1266	0.5096313066
1267	0.5095992278
1268	0.5095705715
1269	0.5095671407
1270	0.5095357033
1271	0.5094813129
1272	0.5094531158
1273	0.5094303337
1274	0.5094145954
1275	0.5094020368
1276	0.5093710357
1277	0.5093406482
1278	0.509315705
1279	0.5092821395
1280	0.5092682264
1281	0.5092626914
1282	0.5092535469
1283	0.5092358612
1284	0.5092123958
1285	0.5092024893
1286	0.5091758766
1287	0.509160538
1288	0.5091324147
1289	0.5091215232
1290	0.5090823113
1291	0.5090616279
1292	0.5090424866
1293	0.5090138401
1294	0.5089837414
1295	0.5089183219
1296	0.5089064685
1297	0.5088855505
1298	0.5088640162
1299	0.5088138498
1300	0.5087777247
1301	0.5087255302
1302	0.5086940193
1303	0.5086769304
1304	0.5086678042
1305	0.5086436767
1306	0.5086195207
1307	0.5086055713
1308	0.5085749798
1309	0.5085527255
1310	0.5085232603
1311	0.5085023127
1312	0.5084894166
1313	0.5084691482
1314	0.5084333057
1315	0.5084150238
1316	0.5084038426
1317	0.5083855641
1318	0.5083618616
1319	0.5083590946
1320	0.5083470061
1321	0.508324208
1322	0.508293448
1323	0.5082696562
1324	0.5082606345
1325	0.5082590077
1326	0.5082450459
1327	0.508238652
1328	0.5082146356
1329	0.5081884894
1330	0.5081861167
1331	0.508168394
1332	0.5081230987
1333	0.508116354
1334	0.5081080018
1335	0.5080898644
1336	0.5080725302
1337	0.5080513029
1338	0.5080423644
1339	0.5080351763
1340	0.508021551
1341	0.5079918369
1342	0.5079830325
1343	0.5079627982
1344	0.5079543185
1345	0.50790686
1346	0.5078920362
1347	0.50785821
1348	0.5078463021
1349	0.5078184341
1350	0.5078053316
1351	0.50779289
1352	0.5077810555
1353	0.5077713166
1354	0.5077634485
1355	0.5077527584
1356	0.5077415357
1357	0.5077364421
1358	0.5077168512
1359	0.5076843061
1360	0.5076587806
1361	0.5076477034
1362	0.5076159639
1363	0.5076061579
1364	0.5075613026
1365	0.5075219004
1366	0.5074993744
1367	0.5074868033
1368	0.5074716688
1369	0.5074398208
1370	0.5074253838
1371	0.5074211128
1372	0.507408782
1373	0.5073943038
1374	0.5073906262
1375	0.5073655118
1376	0.5073505506
1377	0.5073369808
1378	0.5073069187
1379	0.5072975942
1380	0.5072754075
1381	0.5072452972
1382	0.507218427
1383	0.5071759689
1384	0.5071661163
1385	0.5071614364
1386	0.5071292626
1387	0.5071172186
1388	0.5071036216
1389	0.507101268
1390	0.5070647117
1391	0.5070376609
1392	0.5070246027
1393	0.5070162265
1394	0.50700319
1395	0.5069592375
1396	0.5069467838
1397	0.5069154682
1398	0.5069082083
1399	0.5068903275
1400	0.5068621202
1401	0.5068465973
1402	0.5068293363
1403	0.5068046414
1404	0.5067661868
1405	0.5067380232
1406	0.5067195839
1407	0.5066757902
1408	0.5066678073
1409	0.5066617357
1410	0.5066574989
1411	0.5066412487
1412	0.5066296398
1413	0.5066184111
1414	0.5066143698
1415	0.5065926941
1416	0.5065840575
1417	0.5065440184
1418	0.5065383348
1419	0.5065204976
1420	0.5065102084
1421	0.5064986098
1422	0.5064735726
1423	0.5064654125
1424	0.5064492781
1425	0.5064144508
1426	0.5064063074
1427	0.5063922313
1428	0.506368571
1429	0.5063503595
1430	0.5063065957
1431	0.5062673449
1432	0.5062538389
1433	0.5062273655
1434	0.5062094598
1435	0.5061820794
1436	0.5061341489
1437	0.5061187077
1438	0.5060801985
1439	0.5060663612
1440	0.5060510267
1441	0.5060319816
1442	0.5060074925
1443	0.5059888544
1444	0.5059740611
1445	0.50596047
1446	0.5059286927
1447	0.5059107277
1448	0.5058788757
1449	0.505852624
1450	0.5058352633
1451	0.5058233674
1452	0.5058140951
1453	0.505801402
1454	0.5057945795
1455	0.5057639111
1456	0.5057539751
1457	0.5057356554
1458	0.5057200991
1459	0.5056996187
1460	0.5056956523
1461	0.5056885085
1462	0.5056567576
1463	0.5056183703
1464	0.5056092972
1465	0.5055708166
1466	0.5055428438
1467	0.5055148364
1468	0.5054915058
1469	0.5054790409
1470	0.5054710453
1471	0.5054589102
1472	0.5054518349
1473	0.5054438736
1474	0.5054318023
1475	0.5053888867
1476	0.5053726426
1477	0.505354134
1478	0.5053423312
1479	0.5053034562
1480	0.5052689257
1481	0.5052534865
1482	0.5052492063
1483	0.5052347674
1484	0.5052161525
1485	0.5051814854
1486	0.5051769135
1487	0.5051673351
1488	0.5051390306
1489	0.5051294854
1490	0.5051132193
1491	0.5051036097
1492	0.5050870738
1493	0.5050710257
1494	0.5050431578
1495	0.505016988
1496	0.5050069613
1497	0.5049904434
1498	0.5049833114
1499	0.5049710189
1500	0.5049357687
1501	0.5049025955
1502	0.5048823535
1503	0.504853316
1504	0.5048226564
1505	0.504789461
1506	0.5047790598
1507	0.5047506821
1508	0.5047305045
1509	0.5047157165
1510	0.5047079974
