iter	Logloss
367	0.2724714636
368	0.2724106434
369	0.2723749016
370	0.2723215624
371	0.272271281
372	0.272237913
373	0.2721952146
374	0.272132493
375	0.272113329
376	0.2720516585
377	0.27200389
378	0.2719503101
379	0.271863119
380	0.271820161
381	0.2717849728
382	0.271722042
383	0.2716828805
384	0.2716484451
385	0.2715847954
386	0.2715316843
387	0.2714817445
388	0.2714191441
389	0.2713666258
390	0.2713272221
391	0.2712648208
392	0.2712301297
393	0.271191238
394	0.2711617042
395	0.2711078745
396	0.2710481475
397	0.2710103181
398	0.2709608338
399	0.2709357909
400	0.2708823604
401	0.2708165391
402	0.2707333826
403	0.2706815202
404	0.2706468066
405	0.2706088778
406	0.2705460874
407	0.2704756507
408	0.2704466184
409	0.2704289539
410	0.2703609313
411	0.2703323314
412	0.2702968196
413	0.2702811896
414	0.2702403588
415	0.2701857452
416	0.2701163628
417	0.2700627891
418	0.2700109399
419	0.2699710313
420	0.2699144012
421	0.2698603041
422	0.2698357268
423	0.2698017625
424	0.2697689377
425	0.2697329042
426	0.2697060043
427	0.2696586534
428	0.269586296
429	0.2695399343
430	0.2694762283
431	0.2694013526
432	0.2693438641
433	0.2692824853
434	0.2692516264
435	0.2692261762
436	0.269168296
437	0.2691149611
438	0.2690750526
439	0.2690042676
440	0.2689821748
441	0.268947585
442	0.2688768132
443	0.2688254875
444	0.2687841643
445	0.2687422073
446	0.2686892003
447	0.2686617633
448	0.2686365598
449	0.2686102652
450	0.2685291557
451	0.2684639453
452	0.2684291024
453	0.2683747198
454	0.2683170117
455	0.2682620636
456	0.268235764
457	0.2681744753
458	0.2681241278
459	0.2680699183
460	0.268014075
461	0.2679935372
462	0.2679518854
463	0.2679138772
464	0.2678671523
465	0.267811188
466	0.267789548
467	0.2677268532
468	0.2676668587
469	0.2676195525
470	0.2675972299
471	0.2675589978
472	0.2675018219
473	0.2674787885
474	0.2674310578
475	0.2673974093
476	0.2673518747
477	0.2673026923
478	0.2672828555
479	0.267238511
480	0.2671881513
481	0.2671448306
482	0.2670892804
483	0.267073217
484	0.2670427042
485	0.2670064965
486	0.2669674702
487	0.2669111146
488	0.2668435038
489	0.2668087734
490	0.2667850307
491	0.2667469838
492	0.2667091156
493	0.2666741561
494	0.2666431959
495	0.266604067
496	0.2665533551
497	0.2664914723
498	0.2664697347
499	0.2664229478
500	0.2663705971
501	0.2663422197
502	0.2663215895
503	0.2663004487
504	0.2662681377
505	0.2662272799
506	0.2661896443
507	0.2661463106
508	0.2661062486
509	0.2660284669
510	0.2659940455
511	0.2659473371
512	0.265927664
513	0.2658754898
514	0.2658297588
515	0.2657854136
516	0.265746063
517	0.265706502
518	0.265628535
519	0.2655810609
520	0.2655518039
521	0.2655040466
522	0.2654659071
523	0.2654311291
524	0.2653938923
525	0.2653514923
526	0.2653087573
527	0.2652584329
528	0.2651970313
529	0.2651623005
530	0.2651427666
531	0.2650875892
532	0.265051299
533	0.2649782756
534	0.2649165602
535	0.2648804565
536	0.2648597121
537	0.2648032408
538	0.2647696297
539	0.2647152504
540	0.2646779135
541	0.2646458094
542	0.2646044896
543	0.2645492683
544	0.2644879708
545	0.2644457888
546	0.2643835085
547	0.2643724089
548	0.2643215906
549	0.2642774059
550	0.2642239627
551	0.2641579206
552	0.2640935309
553	0.2640269751
554	0.2639914567
555	0.2639482108
556	0.2639252923
557	0.2638768933
558	0.2638213435
559	0.2637976003
560	0.2637653433
561	0.2636967821
562	0.2636455103
563	0.2636116714
564	0.2635714052
565	0.2635423591
566	0.263503014
567	0.2634800316
568	0.2634302521
569	0.2633917298
570	0.2633819326
571	0.2633537706
572	0.2633254642
573	0.2632731412
574	0.2632512683
575	0.2632233936
576	0.2631865145
577	0.2631310438
578	0.2630807471
579	0.2630500518
580	0.2629663417
581	0.2629244695
582	0.2629094548
583	0.2628877455
584	0.2628143878
585	0.2627602164
586	0.2627086358
587	0.2626845686
588	0.2626481444
589	0.2625875543
590	0.2625457027
591	0.2624939055
592	0.2624590279
593	0.262414058
594	0.2623707735
595	0.2623281597
596	0.2622739461
